use test1;
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Maria Mehserle", "1953/04/18", "6543746014", "Maria_Mehserle55669@yahoo.com", "xsaI" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Timothy Beaudoin", "1976/11/10", "8760187959", "Timothy_Beaudoin34126@me.com", "372JMN0c" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Robert Pitts", "1999/02/08", "5703046276", "Robert_Pitts76433@aol.com", "KC0D3Hp4L6a" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Joshua Yokum", "1972/01/15", "7611533023", "Joshua_Yokum73250@icloud.com", "pprpPJd" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Lillian Pacheo", "1955/09/03", "3879212935", "Lillian_Pacheo85918@yahoo.com", "TSukh7wYAWuHMzVhPdd" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Ruth Metzger", "1980/05/21", "8911714779", "Ruth_Metzger99438@yahoo.com", "Iyf8YKtAkzjZD03YYvWEG8" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Ruth Espinosa", "1971/10/27", "2799371387", "Ruth_Espinosa89934@gmail.com", "hPbX7B8y5Gyal25vq0op6F" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Edgardo Ferguson", "1977/05/27", "2984603643", "Edgardo_Ferguson35856@Hotmail.com", "OJNtodd" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Sarah Webb", "1962/08/14", "3395060085", "Sarah_Webb31457@gmail.com", "KzEaZxYBBes7" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Rita Coakley", "2000/05/07", "4911235610", "Rita_Coakley41221@Hotmail.com", "5kPeEVHcoi7774Am6bVgWmrBLU" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Ernest Fales", "2016/03/05", "9471111318", "Ernest_Fales98296@me.com", "EdYlbx549WUZCi8ykYaeajR" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Kristina Donaldson", "2006/02/20", "2177931951", "Kristina_Donaldson59304@Outlook.com", "r5UV69Ndgr5R3rLc7aUbdu" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Seth Collins", "1993/07/30", "4183490702", "Seth_Collins4793@gmail.com", "qkKY8" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Marie Oconnor", "1975/05/13", "6027833328", "Marie_Oconnor45875@me.com", "DplLFxeUrriwV" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Richard Soffer", "2000/01/25", "6718021268", "Richard_Soffer28214@Hotmail.com", "w941rrBw5ulr" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "John Templin", "2011/01/01", "3009770066", "John_Templin45853@aol.com", "aQkQ8w8D1ttl6byopB3zM3D0E8" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Terry Duckworth", "1964/07/18", "9926876377", "Terry_Duckworth85489@Hotmail.com", "scXddRK" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Sophia Martin", "1962/10/29", "3294524778", "Sophia_Martin23632@me.com", "fjC6WSq6kAfkby191Kvbsnm" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "David Burt", "2005/05/06", "8096165598", "David_Burt44044@Outlook.com", "VeA07fKEpl9ZHbDapztL042ld" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "James Hirtz", "1963/09/26", "4030275460", "James_Hirtz31428@Outlook.com", "IabWBwvL" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Felicita Larick", "1966/05/27", "1920857306", "Felicita_Larick54771@Outlook.com", "M200pVN" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Homer Townsend", "1985/09/29", "2774364322", "Homer_Townsend25584@yahoo.com", "JDmpEiihM4" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Joshua Johnson", "1958/08/19", "5237085412", "Joshua_Johnson72173@Outlook.com", "ll5Xne" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Ralph Nowlin", "1978/05/14", "2949166275", "Ralph_Nowlin18297@me.com", "tIp" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Deborah Furr", "1996/03/10", "8979158773", "Deborah_Furr59944@Outlook.com", "zab5I5jUo" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Kathryn Anderson", "1975/11/12", "2354051231", "Kathryn_Anderson39568@aol.com", "lJ39ugdgEiAFWX2a" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Frank Link", "1994/03/19", "7241251150", "Frank_Link19843@aol.com", "WKrJOpyb9d7" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Allene Capo", "1997/08/20", "4337832033", "Allene_Capo96860@yahoo.com", "EzaJj7j9fIo" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Rita Ken", "1994/11/07", "3322620538", "Rita_Ken413@yahoo.com", "YVCod20WZ" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Minnie Clark", "1950/07/27", "4551654504", "Minnie_Clark75887@Outlook.com", "pV8SxWctU9YDj1s" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Darla Simmons", "1983/02/16", "7533188650", "Darla_Simmons22623@yahoo.com", "8FYqmJ4IUse55v1" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Sally Weingard", "1956/09/19", "9594844577", "Sally_Weingard6572@Outlook.com", "JaIl7JLaOfHh" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Krista Jones", "1984/04/27", "5680497965", "Krista_Jones4131@Hotmail.com", "cOZiqbXTgN7UtnOwouj3" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Frank Rigdon", "1958/10/18", "9504138569", "Frank_Rigdon1902@gmail.com", "jiLvAirSXiRVXBeP6F" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Bobby Riley", "2008/08/16", "3952158692", "Bobby_Riley37593@aol.com", "vRPh" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Brett Valenti", "1981/08/18", "6841305270", "Brett_Valenti98689@Hotmail.com", "tXrWOz1CvcTUA8IuiJY" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Anne Delgado", "1977/12/15", "2196500675", "Anne_Delgado4933@icloud.com", "HdDeoYf3mNpP5zBNJC" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "William Thompson", "2007/06/05", "4277974687", "William_Thompson17672@yahoo.com", "G3TSWI8NJpkCK4CI" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Ann Khim", "1961/07/16", "3461877296", "Ann_Khim40763@gmail.com", "VVovWDmZ" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Mary Urquhart", "1985/07/01", "3663722067", "Mary_Urquhart41070@yahoo.com", "XC7MTE0tCHy8aymoHWPbQpN" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Steven Alvarez", "1985/08/04", "1308217676", "Steven_Alvarez65384@Outlook.com", "NiWmnG684iXHO831l5yY" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Lindsay Coleman", "2009/05/28", "8852570185", "Lindsay_Coleman85139@icloud.com", "3nQnUDccYjAvCapmiMyNKKyZyO" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "John Jacobs", "1986/06/11", "3080522978", "John_Jacobs35541@me.com", "Z2bkylQSHEsu55wDPUbY" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Matthew Estrada", "2016/07/20", "9471052503", "Matthew_Estrada32535@icloud.com", "a3FYlakih9ea29qhvVSD" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Mary Saldana", "1966/05/02", "6586184133", "Mary_Saldana82212@yahoo.com", "Hc9bl" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Letty Baker", "1985/12/09", "9281515714", "Letty_Baker25964@aol.com", "Jae4t6DNWGnMtoS5gSARy" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "David Wilkins", "2000/05/29", "7570042002", "David_Wilkins10716@me.com", "yfRLc4B7PC" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Dan Morgan", "2006/05/08", "6364640037", "Dan_Morgan83777@icloud.com", "6Lumgod3MJVLB4Ob9Ax84vi" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Jenny Standen", "1970/08/09", "6092442246", "Jenny_Standen70526@Hotmail.com", "5eYXXozxNTkZ" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Betty Leischner", "1954/06/05", "2116404901", "Betty_Leischner82405@Hotmail.com", "U90z" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Clyde Hawthorne", "1966/05/21", "7968187909", "Clyde_Hawthorne43675@icloud.com", "MSTkz7zhieXCfkyaipi" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Doris Burke", "2016/08/04", "1360725757", "Doris_Burke82583@icloud.com", "B1qc" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Julio Sharma", "2001/10/13", "7835481014", "Julio_Sharma25301@gmail.com", "N4v6VbzyEv8QIbYqHg3qs" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Adam Breaux", "1986/10/02", "1771162222", "Adam_Breaux19420@Hotmail.com", "zIM6bQsJRdUB1v" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Margaret White", "1960/01/05", "7037376981", "Margaret_White28894@icloud.com", "IpDwgTIvt9MUHLoqEv" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Mario Greenwell", "2004/02/09", "8125288109", "Mario_Greenwell42460@gmail.com", "fqWzCx2TVrHroX6A3sCdSl8k4" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Susan Ferguson", "1954/03/16", "9939457034", "Susan_Ferguson10843@yahoo.com", "1dEf8F1cKaW" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Mary Haynes", "1974/01/06", "3561822652", "Mary_Haynes84093@me.com", "rgieQQxjJe3eQvcGaX5s" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Patrick Vaux", "2001/10/28", "4060204894", "Patrick_Vaux70543@me.com", "F05X2lLrg31ToHV7ZREi3qZa" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Cynthia Maynard", "2011/09/16", "2456630474", "Cynthia_Maynard36739@icloud.com", "G1V" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Kathy Cannon", "1986/08/07", "1317404666", "Kathy_Cannon6550@me.com", "e8g3fDvXHYU" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "David Ricketts", "1981/05/25", "4550024443", "David_Ricketts86072@gmail.com", "bD2bSSzVrRQKLdS9QSMMxj9" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Lauren Morris", "1989/02/07", "2045926668", "Lauren_Morris11255@icloud.com", "2mVAihBl" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "David Becerra", "2012/12/10", "8268195722", "David_Becerra22764@aol.com", "tORs8GFENNYpFkhB" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "John Robinson", "2011/01/27", "3865248002", "John_Robinson8573@me.com", "qG31PhHTr44rug" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Erwin Rivers", "2010/02/17", "6332125130", "Erwin_Rivers88351@gmail.com", "J9T5zf" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "James Miramon", "1956/07/24", "5761244689", "James_Miramon23426@gmail.com", "UmqccVvUWteHB" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Cathy Beaudion", "1971/12/14", "8965854037", "Cathy_Beaudion6429@Hotmail.com", "5KgnNEUf73sXzbpklq" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Natalie Scharfenberg", "1967/10/29", "7823587590", "Natalie_Scharfenberg43430@Hotmail.com", "aKUQ9eTeWo" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Michele Szekely", "2010/07/21", "9375156285", "Michele_Szekely7848@Hotmail.com", "abdJgSFTiF" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Hannah Davis", "1950/02/28", "4850541976", "Hannah_Davis40148@me.com", "fz9p4s1qTCn" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Angelina Teel", "2014/04/23", "4471411161", "Angelina_Teel22835@Hotmail.com", "MYmSMdke7T" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Shirley Cirino", "1951/03/06", "6040201788", "Shirley_Cirino12418@aol.com", "kdsvj3Ln" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Thomas Walter", "1970/08/21", "5995967843", "Thomas_Walter20286@icloud.com", "Dwg31nCGtYsxdIHa" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Jeffrey Royster", "2010/10/22", "7213888565", "Jeffrey_Royster69648@aol.com", "ZhTtqEdSKr5UF77" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Amy Conway", "1971/06/14", "7920386667", "Amy_Conway71277@aol.com", "4ycBHIJeZD2rojJ" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Stephanie Betts", "1979/08/31", "4681388553", "Stephanie_Betts16966@Outlook.com", "Br1vr3sKWesggY" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Stormy Cave", "1976/03/22", "5191375297", "Stormy_Cave29526@gmail.com", "YeVqlgbqOkyy" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Margaret Houser", "1993/05/09", "5509480445", "Margaret_Houser17923@me.com", "gVdEQ2QNc3kq3" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Timothy Bowen", "2004/04/02", "6010277773", "Timothy_Bowen10847@gmail.com", "oXiimRWPSgDo" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Katherine Mccommons", "2014/06/09", "7314156350", "Katherine_Mccommons82509@aol.com", "C0PDHecz" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Jamie Knauss", "1994/12/18", "1139166512", "Jamie_Knauss54816@gmail.com", "IbnwtrZb6YZUq" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Harold Slough", "2005/04/20", "7382797766", "Harold_Slough71275@Outlook.com", "OdYEm" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Glynda Caruso", "2004/02/09", "5013446919", "Glynda_Caruso62129@gmail.com", "E0WYddyj9U98S4FcdFsnvL" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Billie Subido", "2001/01/10", "1590835631", "Billie_Subido80774@me.com", "rF34JzcDMQP6lA5XruoqHC9DK" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Andre Park", "1990/05/26", "5888815165", "Andre_Park86490@Hotmail.com", "wv5bHYf2lrhr" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Cheryl Decker", "1956/08/05", "7303957431", "Cheryl_Decker11217@Outlook.com", "G6KuSuX3H8p7yfUofrGT9ieL" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Amanda Freeman", "1962/08/10", "2636895761", "Amanda_Freeman38765@me.com", "NmTA950wa" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Carolina Denton", "1976/09/27", "1103424486", "Carolina_Denton69582@aol.com", "zxbEsTdwGQpjyKiZwpU4ix" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Juan Mordino", "2005/02/16", "4936769296", "Juan_Mordino19173@gmail.com", "oiua5lMe9aUGaI8fPSjH" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Patricia Durazo", "2008/06/17", "9605492789", "Patricia_Durazo2387@me.com", "kU5JHTFfG3WEH6TIxP" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Tammy Dearman", "1970/07/02", "1883383047", "Tammy_Dearman23678@Outlook.com", "eKukLqX9VZ9S3O0rU6PElZo9kl" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Jeffrey Davidson", "1970/03/29", "5016914536", "Jeffrey_Davidson66513@me.com", "nCwpWgu0mxK7S8QHQaX" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Ronald Jones", "1950/10/10", "1838654299", "Ronald_Jones28332@Hotmail.com", "aONXUuIfEmBA2IJWaMzbvy2Z" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Chris Uribe", "1971/08/15", "4642908031", "Chris_Uribe56913@yahoo.com", "wJ8dYaJx" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Allison Bradford", "2009/06/12", "6387118154", "Allison_Bradford40964@me.com", "ZiHUQBG02nMrQf0w8RHyBL0D11" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Jose Burhans", "1974/05/26", "1083675802", "Jose_Burhans92995@icloud.com", "aR4ppSXxoJiTAAQKxEj" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Mary Wade", "1978/09/22", "3978567871", "Mary_Wade17437@icloud.com", "EpIH7Kt8jZBNDh" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Darren Rosi", "1956/09/05", "6350804151", "Darren_Rosi39305@aol.com", "dNmz1a7BiYNnvxC3KDohVFbk" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Dianne Smith", "2003/03/15", "5511189878", "Dianne_Smith92007@aol.com", "lGamEPty7GZrQYsrKBU3bYE" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Sally Fleming", "1997/08/23", "3589146081", "Sally_Fleming20446@Hotmail.com", "6KjGfHCtYCHNQS7vAarn" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Ethel Prahm", "2002/04/12", "1660576793", "Ethel_Prahm16577@me.com", "tmikt" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Lois Mcneely", "1959/06/18", "4095590595", "Lois_Mcneely47007@yahoo.com", "HtXvmOeqsEXl2hktlhfCWxPN" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "John Quesenberry", "1966/05/14", "8656223452", "John_Quesenberry80634@Outlook.com", "1J0CtiehDPmloA7Ez" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Susan Little", "1962/07/27", "4373595020", "Susan_Little3673@Outlook.com", "292jXsgLXIOyD1cMnaEpV" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "non-binary" , "Shannon Vega", "1988/01/16", "9028067186", "Shannon_Vega2128@gmail.com", "Pf9" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Martha Farley", "2012/06/08", "5310450459", "Martha_Farley21699@Outlook.com", "tuP8AAOrm9bh6Dqiml" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Johnny Carle", "1959/08/22", "6854688354", "Johnny_Carle79674@icloud.com", "wDuPv" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Letitia Johnson", "1979/08/24", "4947476279", "Letitia_Johnson22348@yahoo.com", "yGczpYAg2pflGteAWSVi" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Betty Reed", "1965/11/30", "3669305865", "Betty_Reed8509@aol.com", "mWH97eIHnVxINwEpQzWY" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Samuel Hendricks", "2001/04/28", "7481721646", "Samuel_Hendricks88926@gmail.com", "vne8Z2GXDXmgDRGY" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Joan Nicholas", "1960/08/17", "9183057844", "Joan_Nicholas53359@Outlook.com", "XlikgA0zS0Le9q35ls" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "female" , "Tina Carter", "1989/08/18", "2848374196", "Tina_Carter70400@Hotmail.com", "HzVc2GqM8jKZeP" );
insert into UserInfos( Gender, Name,  Birth_date, Phone_Number , Email , Password) value( "male" , "Santos Tindell", "1961/07/10", "3573259451", "Santos_Tindell62966@yahoo.com", "wow4OB0DnO2GQ" );
